3,Time,Displacement,Force
,(s),(mm),(N)
"","16.6940","3.5187","9771.8037"
"","16.7940","3.5395","9778.5752"
"","16.8940","3.5615","9790.6064"
"","16.9940","3.5826","9785.4414"
"","17.0940","3.6036","9795.6387"
"","17.1940","3.6248","9800.0947"
"","17.2940","3.6456","9803.5020"
"","17.3940","3.6677","9813.9473"
"","17.4940","3.6878","9812.0059"
"","17.5940","3.7097","9830.9834"
"","17.6940","3.7303","9828.3633"
"","17.7940","3.7518","9835.2549"
"","17.8940","3.7733","9826.1660"
"","17.9940","3.7938","9825.9355"
"","18.0940","3.8153","9832.1650"
"","18.1940","3.8359","9837.3213"
"","18.2940","3.8581","9850.5918"
"","18.3940","3.8785","9841.7822"
"","18.4940","3.9003","9850.3018"
"","18.5940","3.9207","9838.8848"
"","18.6940","3.9422","9847.4980"
"","18.7940","3.9638","9845.6230"
"","18.8940","3.9842","9849.1768"
"","18.9940","4.0059","9859.9883"
"","19.0940","4.0262","9857.0322"
"","19.1940","4.0485","9862.6777"
"","19.2940","4.0690","9844.0693"
"","19.3940","4.0906","9857.7832"
"","19.4940","4.1112","9853.7793"
"","19.5940","4.1324","9863.6299"
"","19.6940","4.1546","9865.8848"
"","19.7940","4.1748","9855.6455"
"","19.8940","4.1966","9863.7852"
"","19.9940","4.2168","9853.8477"
"","20.0940","4.2389","9863.9785"
"","20.1940","4.2599","9852.4492"
"","20.2940","4.2809","9867.2275"
"","20.3940","4.3020","9861.2607"
"","20.4940","4.3228","9859.6143"
"","20.5940","4.3450","9855.1973"
"","20.6940","4.3652","9847.3965"
"","20.7940","4.3869","9862.6318"
"","20.8940","4.4075","9850.4316"
"","20.9940","4.4292","9864.9951"
"","21.0940","4.4506","9846.5088"
"","21.1940","4.4713","9859.6660"
"","21.2940","4.4927","9845.6396"
"","21.3940","4.5133","9853.4297"
"","21.4940","4.5354","9856.5996"
"","21.5940","4.5559","9847.3799"
"","21.6940","4.5773","9863.6230"
"","21.7940","4.5979","9841.9795"
"","21.8940","4.6193","9863.2695"
"","21.9940","4.6413","9842.0840"
"","22.0940","4.6614","9858.9980"
"","22.1940","4.6832","9852.2324"
"","22.2940","4.7036","9851.2734"
"","22.3940","4.7258","9858.6973"
"","22.4940","4.7466","9843.6387"
"","22.5940","4.7678","9869.9014"
"","22.6940","4.7889","9843.5391"
"","22.7940","4.8096","9865.6348"
"","22.8940","4.8319","9849.0215"
"","22.9940","4.8520","9855.5107"
"","23.0940","4.8736","9860.7070"
"","23.1940","4.8941","9854.5801"
"","23.2940","4.9162","9866.6348"
"","23.3940","4.9373","9848.6807"
"","23.4940","4.9581","9875.3008"
"","23.5940","4.9794","9851.6787"
"","23.6940","5.0002","9870.2676"
"","23.7940","5.0224","9860.3975"
"","23.8940","5.0426","9862.1133"
"","23.9940","5.0643","9875.6436"
"","24.0940","5.0849","9859.6855"
"","24.1940","5.1066","9880.9482"
"","24.2940","5.1280","9860.4951"
"","24.3940","5.1483","9881.8057"
"","24.4940","5.1699","9868.8398"
"","24.5940","5.1904","9876.6592"
"","24.6940","5.2126","9880.3682"
"","24.7940","5.2332","9872.2344"
"","24.8940","5.2548","9893.0020"
"","24.9940","5.2755","9874.3223"
"","25.0940","5.2967","9898.0615"
"","25.1940","5.3188","9876.0840"
"","25.2940","5.3388","9898.8232"
"","25.3940","5.3606","9891.2090"
"","25.4940","5.3809","9904.8193"
"","25.5940","5.4031","9917.7461"
"","25.6940","5.4239","9912.0684"
"","25.7940","5.4451","9938.6123"
"","25.8940","5.4661","9921.2539"
"","25.9940","5.4871","9953.1270"
"","26.0940","5.5092","9948.0107"
"","26.1940","5.5293","9949.2803"
"","26.2940","5.5512","9978.1396"
"","26.3940","5.5715","10006.7363"
"","26.4940","5.5934","10046.1445"
"","26.5940","5.6146","10076.3340"
"","26.6940","5.6355","10102.4229"
"","26.7940","5.6568","10106.0967"
"","26.8940","5.6775","10105.7266"
"","26.9940","5.6999","10085.2920"
"","27.0940","5.7199","10084.0830"
"","27.1940","5.7414","10102.8066"
"","27.2940","5.7619","10095.2539"
"","27.3940","5.7837","10119.0273"
"","27.4940","5.8053","10121.2725"
"","27.5940","5.8258","10127.5234"
"","27.6940","5.8474","10135.0332"
"","27.7940","5.8680","10135.1631"
"","27.8940","5.8901","10133.8096"
"","27.9940","5.9106","10109.9775"
"","28.0940","5.9320","10115.7773"
"","28.1940","5.9529","10097.2188"
"","28.2940","5.9741","10106.1875"
"","28.3940","5.9960","10096.1787"
"","28.4940","6.0162","10101.6289"
"","28.5940","6.0380","10113.3047"
"","28.6940","6.0585","10100.0762"
"","28.7350","6.0672","10107.6123"
