2,Time,Displacement,Force
,(s),(mm),(N)
"","0.0000","0.0000","590.9678"
"","0.1000","0.0046","671.5904"
"","0.1860","0.0159","927.6388"
"","0.2180","0.0272","1185.6820"
"","0.2540","0.0389","1440.6522"
"","0.3160","0.0516","1690.9031"
"","0.4020","0.0695","1942.0237"
"","0.4960","0.0894","2194.0571"
"","0.5900","0.1090","2446.1248"
"","0.6810","0.1291","2697.7598"
"","0.7810","0.1496","2946.4338"
"","0.8730","0.1698","3198.1609"
"","0.9730","0.1900","3434.9807"
"","1.0690","0.2107","3687.4133"
"","1.1690","0.2323","3933.7520"
"","1.2690","0.2527","4170.9321"
"","1.3690","0.2744","4417.0249"
"","1.4690","0.2947","4645.6289"
"","1.5670","0.3166","4895.6904"
"","1.6670","0.3371","5108.4312"
"","1.7670","0.3587","5346.3765"
"","1.8670","0.3793","5551.0542"
"","1.9670","0.4005","5767.2236"
"","2.0670","0.4226","5984.6504"
"","2.1670","0.4429","6176.3013"
"","2.2670","0.4647","6392.2881"
"","2.3670","0.4848","6580.1592"
"","2.4670","0.5070","6801.7417"
"","2.5670","0.5280","6978.5991"
"","2.6670","0.5490","7172.9204"
"","2.7670","0.5700","7354.8188"
"","2.8670","0.5909","7544.2017"
"","2.9670","0.6129","7744.4321"
"","3.0670","0.6333","7916.9521"
"","3.1670","0.6550","8119.0225"
"","3.2670","0.6756","8296.6523"
"","3.3670","0.6972","8495.3818"
"","3.4670","0.7187","8680.3047"
"","3.5670","0.7393","8863.6807"
"","3.6670","0.7608","9050.7119"
"","3.7670","0.7813","9226.2422"
"","3.8670","0.8035","9421.8535"
"","3.9670","0.8239","9585.1982"
"","4.0670","0.8454","9773.8838"
"","4.1670","0.8660","9935.6855"
"","4.2670","0.8874","10116.8086"
"","4.3670","0.9093","10287.0176"
"","4.4670","0.9295","10439.5215"
"","4.5670","0.9513","10603.4766"
"","4.6670","0.9717","10745.3633"
"","4.7670","0.9939","10902.8027"
"","4.8670","1.0147","11030.6992"
"","4.9670","1.0359","11171.5850"
"","5.0670","1.0570","11293.5801"
"","5.1670","1.0777","11415.8525"
"","5.2670","1.1000","11540.2188"
"","5.3670","1.1201","11640.2725"
"","5.4670","1.1417","11747.1504"
"","5.5670","1.1622","11841.5029"
"","5.6670","1.1842","11942.1846"
"","5.7670","1.2054","12021.2061"
"","5.8670","1.2263","12108.5811"
"","5.9670","1.2476","12179.8057"
"","6.0670","1.2683","12253.6504"
"","6.1670","1.2905","12323.0889"
"","6.2670","1.3107","12379.5957"
"","6.3670","1.3324","12444.1094"
"","6.4670","1.3530","12492.5234"
"","6.5670","1.3745","12549.5508"
"","6.6670","1.3960","12593.7607"
"","6.7670","1.4164","12641.9756"
"","6.8670","1.4380","12681.4883"
"","6.9670","1.4585","12721.6025"
"","7.0670","1.4808","12762.4531"
"","7.1670","1.5012","12791.1377"
"","7.2670","1.5229","12831.9678"
"","7.3670","1.5436","12858.0986"
"","7.4670","1.5649","12895.5762"
"","7.5670","1.5869","12918.4912"
"","7.6670","1.6069","12948.1982"
"","7.7670","1.6287","12970.9824"
"","7.8670","1.6492","12995.5635"
"","7.9670","1.6712","13024.5254"
"","8.0670","1.6921","13038.0166"
"","8.1670","1.7132","13069.0547"
"","8.2670","1.7342","13082.5713"
"","8.3670","1.7552","13109.0000"
"","8.4670","1.7773","13125.4629"
"","8.5670","1.7975","13142.0908"
"","8.6670","1.8193","13162.2510"
"","8.7670","1.8398","13176.5332"
"","8.8670","1.8615","13198.1582"
"","8.9670","1.8827","13204.9111"
"","9.0670","1.9036","13230.9277"
"","9.1670","1.9249","13238.9014"
"","9.2670","1.9456","13258.6748"
"","9.3670","1.9679","13271.4209"
"","9.4670","1.9880","13281.2949"
"","9.5670","2.0096","13298.4053"
"","9.6670","2.0302","13308.1807"
"","9.7670","2.0518","13326.3096"
