1,Time,Displacement,Force
,(s),(mm),(N)
"","26.8900","5.6752","14258.5713"
"","26.9900","5.6962","14253.5625"
"","27.0900","5.7173","14268.5684"
"","27.1900","5.7382","14261.6641"
"","27.2900","5.7590","14271.5771"
"","27.3900","5.7813","14273.0576"
"","27.4900","5.8014","14273.8701"
"","27.5900","5.8232","14276.9639"
"","27.6900","5.8436","14281.1523"
"","27.7900","5.8655","14290.0391"
"","27.8900","5.8868","14283.2471"
"","27.9900","5.9077","14298.5312"
"","28.0900","5.9289","14292.0908"
"","28.1900","5.9495","14303.1816"
"","28.2900","5.9718","14303.3477"
"","28.3900","5.9919","14301.1182"
"","28.4900","6.0137","14311.9512"
"","28.5900","6.0342","14307.4824"
"","28.6900","6.0556","14324.3330"
"","28.7900","6.0774","14315.4385"
"","28.8900","6.0978","14326.8047"
"","28.9900","6.1192","14325.7588"
"","29.0900","6.1400","14330.7061"
"","29.1900","6.1622","14335.7549"
"","29.2900","6.1828","14330.1758"
"","29.3900","6.2042","14342.5312"
"","29.4900","6.2251","14340.5127"
"","29.5900","6.2461","14350.8066"
"","29.6900","6.2681","14348.7920"
"","29.7900","6.2883","14352.9902"
"","29.8900","6.3101","14355.0752"
"","29.9900","6.3305","14358.9062"
"","30.0900","6.3525","14369.0527"
"","30.1900","6.3734","14358.4463"
"","30.2900","6.3945","14375.9248"
"","30.3900","6.4156","14368.3125"
"","30.4900","6.4365","14379.1553"
"","30.5900","6.4586","14377.8594"
"","30.6900","6.4788","14380.2148"
"","30.7900","6.5009","14386.3496"
"","30.8900","6.5210","14386.1143"
"","30.9900","6.5429","14397.1221"
"","31.0900","6.5640","14389.1738"
"","31.1900","6.5848","14403.9209"
"","31.2900","6.6061","14396.7148"
"","31.3900","6.6267","14407.1143"
"","31.4900","6.6491","14409.6152"
"","31.5900","6.6692","14406.2041"
"","31.6900","6.6911","14416.6797"
"","31.7900","6.7116","14416.3574"
"","31.8900","6.7331","14425.2402"
"","31.9900","6.7549","14419.9014"
"","32.0900","6.7754","14430.8584"
"","32.1900","6.7968","14426.7295"
"","32.2900","6.8171","14433.3271"
"","32.3900","6.8395","14438.5918"
"","32.4900","6.8600","14435.2393"
"","32.5900","6.8815","14447.8291"
"","32.6900","6.9023","14442.4229"
"","32.7900","6.9235","14454.7227"
"","32.8900","6.9455","14450.6904"
"","32.9900","6.9656","14454.8428"
"","33.0900","6.9874","14456.3516"
"","33.1900","7.0079","14458.8398"
"","33.2900","7.0298","14467.6611"
"","33.3900","7.0507","14458.3779"
"","33.4900","7.0719","14475.3936"
"","33.5900","7.0929","14469.0322"
"","33.6900","7.1139","14480.1318"
"","33.7900","7.1359","14479.9756"
"","33.8900","7.1561","14481.3701"
"","33.9900","7.1779","14489.1289"
"","34.0900","7.1982","14488.4961"
"","34.1900","7.2199","14500.0781"
"","34.2900","7.2415","14492.6357"
"","34.3900","7.2620","14505.1387"
"","34.4900","7.2835","14499.4971"
"","34.5900","7.3042","14509.1963"
"","34.6900","7.3264","14512.4404"
"","34.7900","7.3468","14506.5176"
"","34.8900","7.3684","14517.8945"
"","34.9900","7.3891","14515.9561"
"","35.0900","7.4100","14524.1182"
"","35.1900","7.4323","14521.3213"
"","35.2900","7.4526","14529.1865"
"","35.3900","7.4739","14526.8369"
"","35.4900","7.4946","14531.4980"
"","35.5900","7.5168","14536.6709"
"","35.6900","7.5375","14528.1943"
"","35.7900","7.5589","14537.0635"
"","35.8900","7.5798","14530.6709"
